channelId,customUrl,title,description,country,viewCount,subscriberCount,videoCount,madeForkids,creationDate
UCue0AhOm8SARARIcT-0mE1w,@hatomugiasmr,Hatomugi ASMR,"どうも、はとむぎです！
このチャンネルでは、主に「ASMR動画」を投稿しています。

◆ASMRとは、Autonomous Sensory Meridian Responseの略称で、大まかに意訳すると、人が聴覚や視覚への刺激によって感じる「状態・感覚」のことを言います。

「状態・感覚」には、物理的なものと、心理的なものの2種類あります。
映像や音声から受ける「刺激」から、首や背骨、頭の中や体全体がぞくぞくすることが物理的な感覚で、幸福感や安らぎ、落ち着き、気持ちの良い眠気などを感じるのが心理的な感覚です。

ASMRの「刺激」を受ける一般的なタイプは、
・視覚（見て）
・聴覚（聞いて）
・触覚（触って）
の３つです。

※)
視覚の例：目を見つめられる、ゆっくりとした手の動きなど
触覚の例：軽いタッチやマッサージ、頭を触れるなど
聴覚の例：人の声(囁き、ゆっくりした声、優しい声)や口の音(咀嚼、呼吸)、物体(タッピング、スクラッチング、操作音、なでる)など様々…

「刺激」を得る場所として、私のチャンネルの動画のような電子の中、もしくは人の声や動作、物の音など実生活の中でも感じることがあります。
直接得る刺激以外でも、想像したり瞑想したり、知らぬ間にASMRが引き起こされる場合もあります。

ASMRの刺激と、引き起こされる感覚は個人間で大きく異なります。
全体に共通して言えるのは、ASMRは多種多様なきっかけにより引き起こされた「深いリラックス状態」であるということ。

音や映像の好み、感じ方は人それぞれですので、ASMRの動画は、好き嫌いが極端に分かれるジャンルかもしれません。
私の動画以外にも、ASMRを引き起こすきっかけになる映像や音声がたくさんありますので、是非ご自身の好きな動画を探してみてくださいね。

※無断転載はご遠慮願います。
",JP,332843600,1010000,425,False,2015-01-30T17:09:07Z
UCKCbszLfS0qBveC4TVi04ag,@asmrmer, Mxrcedxs ASMR,"Hola, me llaman  ""La alegría del ASMR"" Mxrcedxs 💚. Soy dentista y ASMRista, me gusta que descanses profundamente!    😴 Deja que mis Mouth Sounds te ayuden a desconectar tu MENTE.

- Para colaboraciones email: omxrcedxs@gmail.com

SUSCRÍBETE Y activa la campanita para recibir al momento mis nuevas subidas de vídeos y DIRECTOS!

 Tu vídeo personalizado, para regalos, felicitaciones, cumpleaños etc. ¡Date el gusto!  en el enlace este:
https://memmo.me/p/mxrcedxs-asmr?c=1


¿Invitarme a un café? 
https://streamelements.com/mxrcedxs/tip

Mi Patreon: https://www.patreon.com/mxrcedxs 
TikTok -         https://www.tiktok.com/@mxrcedxs.asmr?lang=es
Instagram -   https://www.instagram.com/mxrcedxs.asmr
Facebook -    https://www.facebook.com/mxrcedxsO/
Twitter -         https://twitter.com/mxrcedxsO
Twitch -         https://www.twitch.tv/mxrcedxs
Discord -        https://discord.gg/jzkH2xvBzE
Podcasts -     https://anchor.fm/mxrcedxs

",ES,9716959,137000,550,False,2009-10-13T19:43:23Z
UCR4hSh75aLvyIvy4zmxrJRQ,@asmrkali,ASMR KALI,"Bienvenue sur ASMR KALI ! Mes vidéos ont pour but de vous aider à dormir, vous faire passer un agréable moment de détente et de relaxation ! Alors installez-vous et c'est parti !",FR,216003045,730000,488,False,2017-12-19T23:50:46Z
UCLyCjBBZPvAodpmXWjWfroQ,@lakeasmr,Lake Asmr,"

",FR,4852875,17200,418,False,2019-05-20T13:23:51Z
UCc5g1LUqGVuzrUCVA6o9pSw,@bestasmreveroficial,BEST ASMR EVER,"Bienvenid@ a este canal hecho con mucho amor para ti. Somos Toto y Tati, y esperamos que la pases increíble con nuestro contenido. Déjanos tus comentarios que siempre, siempre te leemos :)

Conócenos más aquí:
https://linktr.ee/Bestasmrever
",PE,22414261,179000,471,False,2020-04-29T01:34:54.471956Z
UC5oyqaxEzdIMarqlLTXEmVA,@asmrbysimone,ASMR by Simone,"Hi. My name is Simone, I'm 25 and I live in Denmark. My channel is pretty much all about hair, so if you enjoy those types of ASMR videos, I think you should stick around 💛✨💛✨


If you wish to financially support my channel, you can either become a member of my channel, or donate to my Paypal (link in banner)
",DK,26102384,72400,384,False,2019-04-07T19:42:02Z
UCpXrEHfc4uMic6Yw8J749ig,@asmrmartawniemczech,ASMR MartawNiemczech,"Hej! Nazywam się Marta Walczak i jestem Twórcą ASMR, często z wplecionymi tematami Beauty 🥰 W internecie możesz mnie znaleźć pod nazwą ""MartawNiemczech"".
Jeśli oglądając moje filmy odczuwasz przyjemność, satysfakcję lub delikatne mrowienie na Twoim ciele, 
to oznacza, że jest to sposób na odpoczynek, stworzony specjalnie dla Ciebie.
Zapraszam do oglądania i subskrypcji mojego kanału, jeśli chcesz być na bieżąco z moimi kolejnymi filmami 💖👍

TikTok: martawniemczech +490 000
TikTok: martawniemczech2 +46 000
Instagram: martawniemczech +21 000

🟡 NOWE FILMY WE WTORKI I PIĄTKI O 21:00 💛

🔴 PLAN TRANSMISJI NA ŻYWO (LIVE) 💖
▫ Poniedziałek 22:00 - 23:00 TikTok
▫ Środa 21:30 - 23:00 Youtube
▫ Piątek 22:00 - 23:00 TikTok
",PL,23242832,116000,472,False,2019-01-27T20:19:46Z
UCGEgrbsgWhp2Pd0JTO45A5w,@beezasmr,beez asmr,ASMR for relaxation and sleep 💫,n/a,23139169,128000,315,n/a,2014-04-22T03:55:03Z
UCJwFdEBDK5SFjTsZYh4mCjw,@relaxacademyasmr,Relax Academy ASMR,"Welcome to our channel – Relax Academy ASMR! 
We are Steven and Diana - masters of martial arts and ASMR fans. In the beginning we started to make massage videos. Later on we found that ASMR is our creative passion. The topics of our videos are ASMR, various kinds of massage, spiritual energy practices and relaxation. 

Listen on Spotify:
https://open.spotify.com/artist/36Kz9Uv48lAjIm5F2dbd0k

Enjoy! Feel free to comment and share your experience and ideas!
Thank you! We love you!

If you have an idea for specific ASMR video to be made by your request, you can contacts us by our email below. We will discuss with you all the details.",BG,52370368,220000,257,False,2014-11-18T11:34:42Z
UCXQQCWaSQSmn5ZAEsX-4bhg,@kennykasmr,KennyK ASMR,"
Herzlich Willkommen auf meinem ASMR Kanal - Du findest hier reine Einschlaf ASMR Videos, Unterhaltung, Comedy, Gaming ASMR und vieles mehr !
Mein ASMR kannst du auch auf Spotify, ITunes, Deezer und vielen weiteren Plattformen anhören !

Ich freue mich von dir in den Kommentaren oder im Livestream zu hören !


- Impressum

Florian Rothe
z.Hd KennyK ASMR
Glashütter Str. 25
01309 Dresden


Viel Spaß auf KennyK´s ASMR Kanal
[7TV VERIFY]:""aeb57fde63dda100fabad094657fa8664e4d3426cc3fe20a""

Tim-Jannes Liese
Rivigo@web.de
Social Media Manager
für KennyK Asmr
",DE,44503086,131000,562,False,2018-01-29T20:46:45Z
UCLdlKr3ssa5yn-CddYTR_3Q,@sweethunnyasmr,Sweet Hunny - ASMR,"Hello sayang❤
I'm here for you",n/a,2229239,9030,81,n/a,2021-01-13T11:03:36.066369Z
UCcxbhjKiHcHTwpqPryY5iWg,@bebravebeyouasmr1,Be Brave Be You ASMR,"I’m Nic, An English ASMRtist & Lifestyle Vlogger. 
~ ASMR ~ Lifestyle ~ Beauty ~ Health ~

On This ASMR Channel I Provide High Quality ASMR Roleplay's, For ASMR Tingles, Relaxation, Entertainment, Sleep & Awareness Through Very Well Thought Out Concepts.

Upload Schedule:
Sunday At 9pm GMT/ 4pm EST
Wednesday At 9pm GMT / 4pm EST

For Interviews, Sponsorships & PR Please Contact:
bebravebeyouasmr@outlook.com

Please consider the following 👇🏻

💗Subscribing 
💗Liking & Commenting
💗Turning On All Notifications 

Welcome To The Channel 😊

#asmr #asmrcommunity #bebravebeyouasmr",GB,40022343,172000,525,False,2019-01-01T19:29:37Z
UCnkvXeOpbrLNTrZnl4LpxIA,@tazannaasmr5466,Tazanna ASMR,"Hi, my name is Tazanna, welcome to my ASMR channel!
Our videos will help you reduce stress and anxiety, relax, sleep deeply and focus on studying.
I hope you like it.
👇Support me :) https://www.youtube.com/channel/UCnkvXeOpbrLNTrZnl4LpxIA
📍E-mail: Tazannaasmr@gmail.com
",n/a,965,12,8,n/a,2022-07-20T09:10:25.51252Z
UCWQ8PLSz5xhWW9KI8xZuJuw,@marblemazeasmr,Marble Maze ASMR,PLEASE SUBSCRIBE TO THE CHANNEL HERE YOU WILL SEE MANY INTERESTING MARBLE RUN VIDEOS,US,1349661,42200,141,n/a,2017-01-21T05:45:17Z
UC3zdAaknTPGOAKPfymWJn_w,@molasmr,Mol ASMR.,"Hola soy Cristhian Mol, tengo 24 años y mi canal es de ASMR. 
ASMR Colombia #MolisMol
CONTACTO PARA PUBLICIDAD Y COLABORACIONES: cristhianmolasmr@gmail.com
.
REDES SOCIALES ⬇⬇⬇
Hago ASMR en TIKTOK: https://www.tiktok.com/@cmolasmr 
INSTAGRAM: https://www.instagram.com/cmolasmr/ 
TWITTER: https://twitter.com/cmolasmr 
FACEBOOK: https://www.facebook.com/CmolASMR/ 
CANAL DE COVERS Y VLOGS: https://goo.gl/wPi5y6",CO,466757411,2180000,897,False,2014-06-08T18:21:19Z
UCR2-F1UWmLeNgKEjfYnLibQ,@asmrchess,ASMR Chess,"Deeply in love with everything chess. I'm on YouTube to share the beauty of all facets of the royal game in a relaxing manner for all tingleheads, insomniacs and people who capture en passant.
",n/a,14927327,98000,178,False,2014-08-15T01:04:56Z
UCRJrDny2sf56hnYEi5LwcoQ,@asmrtopno1,ASMR TOP No1,"Привет,Вы на канале ASMR TOP1,меня зовут Татьяна 
Здесь я делаю видео для вашего сна и расслабления.
Хочу,чтобы вы были более здоровыми и спокойными - и тогда у вас все будет получаться ,все будет хорошо 💜
АСМР видео - что это такое и с чем их едят?
В наше время на многих популярных видеохостингах, появились  ASMR видео, способные пощекотать ваш мозг, вызвать мурашки на вашем теле и просто дать возможность испытать эстетическое удовольствие от увиденного и услышанного.
Ничего пошлого.просто расслабьтесь и отдыхайте )
Определение из Википедии:
«Автономная сенсорная меридиональная реакция (АСМР)— это неологизм, обозначающий феномен восприятия, характеризующийся приятным ощущением покалывания в затылке, распространяющегося в виде мурашек по коже шеи и спине к конечностям. Вызывают АСМР-ощущения звуковые, зрительные, тактильные или когнитивные стимулы.»
✅Для сотрудничества Asmrmagic159@gmail.com
🔮Я в Instagram как asmrtop1
Мой 2 канал https://www.youtube.com/user/dariadjhyrko

",RU,17015742,81900,825,False,2018-08-01T10:57:29Z
UCBd1I80D5VkUhsnhLCFV0ug,@rdvasmr,Rendez-vous ASMR,"Pas de panique, ce n'est que de l'ASMR. Bon, d'accord, ""Autonomous Sensory Meridian Response"" ça peut faire peur. Mais mets tes écouteurs, installe toi confortablement, et laisse toi entrer dans un petit nuage ☁️

→ Infos utiles ←

TOUS MES LIENS : https://linktr.ee/rdvasmr

✨ Derrière ce compte: Amélie, 24 ans

✨ Une nouvelle vidéo chaque lundi et jeudi à 20h30 !!

✨ Matériel utilisé: 
       - Vidéo: Panasonic Lumix G7 
       - Son: Microphone Blue Yeti / MSI GV60 / Tascam DR-05
       - Montage: Adobe Premiere Pro & Audacity

✨ Me contacter:
       - Pro: rdvasmr@gmail.com
       - Réseaux: @rdvasmr sur Instagram, Tiktok et Twitter

💜 N'oublie pas de prendre soin de toi, je te souhaite une très bonne détente dans cette petite bulle 💜",FR,101531840,416000,398,False,2017-04-25T19:32:11Z
UC-0td1u5jNbGmcjznCV9ZxA,@asmrweekly,ASMR Weekly,"⋄Welcome to the Magical World of ASMR! My name is Hendril and i'm here to bring Tingles and Magic to your life! Here i create Animated backgrounds with Ambience Soundscape from Magical words! Videos to relax you, Help on studies, to Focus or to Sleep. A SAFE PLACE to visit whenever you need, and to talk with friends on the Premieres!
◈ My Second channel with funny nostalgic Gameplays is called DREAMWALKER, check it out: https://www.youtube.com/c/DreamWalkerChannel
◈ I also share Free Visual Effects with you (The VFX Wizard): https://www.youtube.com/c/TheVFXWizard
 
⋄Autonomous sensory meridian response (ASMR) is a tingly experience characterized by a static-like or tingling sensation on the skin, It is most commonly triggered by specific acoustic, visual and digital media stimuli, and less commonly by intentional attentional control⋄",US,62479703,312000,708,False,2016-09-22T13:54:58Z
UCrO9HKLM8AapcpaFETxovSw,@soulasmr,Soul ASMR,"Tu refugio para relajarte ✨ #asmr 
",ES,3171136,63500,205,False,2021-05-17T21:08:34.918674Z
UChYcJLnVxqgO3SkM6vKX9aw,@asmrsuna,ASMR Suna 꿀꿀선아,"ASMR SUNA입니다 :) 오늘도 모두 잘자고 좋은 꿈꾸고 좋은 하루 보내세요❤️

Have a good night, have a good dream and have a lovely day🧡

おやすみなさい、良い夢を見て、素敵な一日を過ごしてください💛",KR,466281560,1810000,458,False,2012-10-09T04:06:59Z
UCBsjRVbGE0ozZkRZYBbgSUQ,@annyasmr,Anny ASMR,"Hola, mi nombre es Anny y es un gusto tenerte aquí. Gracias por darme la oportunidad de relajarte. Mi ASMR es un poco rápido y agresivo, intento subir muchos videos variados. Soy nueva en esto, así que agradecería tu comprensión. Cuídate y disfruta ",PE,66757888,496000,326,n/a,2021-01-16T15:58:55.16086Z
UCem0AtRJ3C4xvqzcWh2B4HA,@nadinaioanaasmr,Nadina Ioana ASMR,"Holi :3 
En este canal encontrarás tu dosis diaria de ASMR, espero que disfrutes de mis vídeos!


PR/business: nadina@grail-talent.com",n/a,124453056,1420000,105,False,2020-09-16T10:37:14.857377Z
UCMeF9acvIcFfDAiYtxeOO8Q,@dasuasmr4231,DASU ASMR,"Hello, This is MANIYA BRO :)

Please give us lots of love and support !
'Subscription / Like and Comment ' are love ( "" - "" )

",LK,3725,599,492,False,2022-10-25T02:20:00.527003Z
UC1c6_oHtQL83rBewOT_YvPw,@simoneasmr,Simone ASMR,,n/a,982580,18600,48,n/a,2022-03-25T16:47:15.963562Z
UCgWjxv-L-hv7r05WpCB1BTQ,@asmrbeats,ASMR BEATS,"ORIGINAL ASMR MUSIC PRODUCTION BY MATYO

Hey! I'm Matyo, welcome to my channel - place, where asmr meets music and rhythm. I'm making beats directly from tiny sounds all around us - trigger sounds such as tapping, scratching, the sound of water, etc... My music can be labeled as ASMR sleep music, calm music, study music, background music for gaming, micro beats, chill beats, lofi music, or simply relaxing ASMR music. From time to time, it is also less relaxing music intended more for entertainment. I love to create ASMR music and I'm here, to share my compositions with you.

I put a lot of work into it, so if you enjoy it, support my channel by subscribing.
Thank you very much for watching my videos!
Sending you all love and positive energy ❤",SK,303472,6940,85,False,2019-02-14T06:19:01Z
UCAWI-Y2-1RnWOR3CWLf6XsA,@emvyasmr,emvy ASMR,ASMR and lifestyle,US,34519104,149000,196,False,2020-01-06T03:22:12.972119Z
UCmLbT-eqhCykaFtcoubVUUA,@donatelloasmr,Donatello ASMR,.·:*¨༺ relax ༻¨*:·.,BR,18211711,150000,771,False,2016-01-31T15:05:22Z
UCuY8UOqVmzRw9pCK2Gxr5Aw,@asmrserena,ASMR Serena,"Bonzour toi 🫶🏻

Bienvenue sur ma chaîne ASMR ! 
Enfile ton pyj, allonge toi et mets tes écouteurs pour plonger dans une relaxation profonde 👽

Instagram : @asmrserena 
Twitch : https://www.twitch.tv/asmrserena",n/a,82570605,335000,299,n/a,2016-01-18T14:41:26Z
UCDouDTbo1jxWSHzRLy5kiSw,@asmrlililove,ASMR LILI LOVE,Vídeos de ASMR para que puedas relajarte y dormir y soñar cosas bonitas 🩷,n/a,0,33,0,n/a,2022-10-31T10:53:12.646173Z
UCwf1zm5EPavUPeEOHzqEWHQ,@doyoul_asmr,도율ASMR,"당신이 원하는 드라마 
당신이 주인공이랍니다.


문의 및 제안
nexon6726@gmail.com
",n/a,652602,1630,155,n/a,2021-10-06T12:06:04.939674Z
UCI6B4O9ry_ID9zYWtbIbSXQ,@lucaasmr,Luca ASMR,"Ciao! Sono Luca, benvenutə sul mio canale dedicato all’ASMR.
Qui troverai tanti video pensati per il tuo relax con roleplay, whispering, inaudible e tanti trigger per farti rilassare.

Per collaborazioni commerciali: hello@lucaasmr.it

",IT,9719213,42100,575,False,2019-02-19T13:33:10Z
UChXIHQM-2ZCO8leLTK8hxhQ,@hairasmrceyhun,HAIR ASMR CEYHUN,"Hi guys, I'm Ceyhun Işık.
Welcome to Turkey's largest hairdresser Youtube Channel.
In this channel, I make Hairstyles, Haircut, Hair Transformation and Hair ASMR videos.
I also share the information you wonder about Hair.
You can support me by subscribing to my channel :)
",TR,347655302,679000,745,False,2015-06-23T09:46:06Z
UCXQwlRjJT2ZavF5a5eLbgYQ,@madpasmr,Mad P ASMR,Welcome to my real person asmr channel. ,US,41135131,157000,429,False,2021-07-05T21:16:24.462632Z
UCzp8yn9rUEHL-jqJdSFEONw,@asmrwithsasha,Asmr With Sasha,"ASMR para dormir y relajarte , espero llevarte de la mano a travès de este canal a mi magico mundo donde el susurro es el protagonista, disfruta de lecturas, poesia, relax, originalidad y whisper todo en un solo lugar! esto es ASMR WITH SASHA.

Lettura sussurrata di poesie e racconti in maniera elegante. Per regalare attimi di relax e dolci sogni a tutti.

#asmr #asmrparadormir #asmrespañol #asmritaliano #asmrwithsasha",IT,414550407,1670000,1542,False,2016-01-11T15:28:02Z
UCjNyeUaGpD0o7z5VbruS6-A,@asmrsitasofia,ASMR Sita Sofia,Sita ✨ thai / finn ✨ 30 ✨ she/her ✨ Finland,FI,57110490,241000,131,False,2018-03-07T20:34:10Z
UCbWm0JYZTmfyrjvQEe2ZdVA,@parisasmr,PARIS ASMR,"My name is Flo. I live in Paris. I have always enjoyed the ASMR. My first memories go back to my childhood. ASMR is a gentle feeling of warmth and relaxation located in the skull. This feeling helps me relax and connect to the present moment. On my channel, I want to take care of you and trigger your ASMR with relaxing sounds.  

Je m'appelle Flo et je vis à Paris. J'ai toujours été sensible à l'ASMR. Mes premiers souvenirs remontent à la petite enfance. L'ASMR est une sensation de douce chaleur, d'ondes vibratoires au niveau du crâne. Cette sensation est tellement forte qu'elle me fige, elle me statufie, elle me met littéralement en veille. Je crois que mes premiers souvenirs remontent à l'âge de 5 ou 6 ans quand mes parents m'emmenaient chez le coiffeur. C'est aussi dans les bibliothèques et les librairies que cette sensation a été encore plus intense. J'ai ressenti l'irrépressible envie de donner à mon tour de l'ASMR parce que j'aime tant prendre soin des autres...",FR,58008239,253000,453,False,2015-01-16T22:17:40Z
UCwCpbOmyNeEa43XEpAjQ5Rw,@bobora2,Bobora 2,Hehehe canal 2 hehehe,n/a,346795,10100,29,False,2018-12-27T15:37:35Z
UCBkYT6mlOpVVV9t5nRHn9Ow,@tokyoasmrmassage,TOKYO ASMR MASSAGE,"こんにちは、tokyo asmr massageチャンネルにようこそ！
このチャンネルでは、首コリ・肩コリ・腰の疲れのマッサージ・ヘッドマッサージや、耳のマッサージ、
足ツボ押しや叩打法マッサージなどの動画を公開して行きます。
動画や音を通して、リラックス出来て気持ちよくなれたり、眠くなってくれたら嬉しいです！
ASMRマッサージで皆様がリラックス出来たり眠たくなってくれたら嬉しいです！

Hello and welcome to TOKYO ASMR MASSAGE channel!
In this channel, I'm going to show you videos of massage for stiff neck, stiff shoulders, tired back, shampoo, head massage.
I hope my ASMR massage videos will make you feel relaxed and sleepy!
Enjoy relax!
Enjoy massage video and sounds!",JP,116878560,467000,407,False,2020-04-27T10:00:26.874094Z
UCWybqiT4Ztb3QugZb0z3bJw,@sleepsugarasmr,Sleep Sugar ASMR, АСМР для ваших сладеньких снов :) ,n/a,744089,8070,93,n/a,2021-11-09T20:54:20.143708Z
UCvZ6cGrtVInU9995L8l06Vw,@loveasmr,Love ASMR by Ana Muñoz," 💤  A dormir 💤
Para consultas empresariales: anamunoz@nativetalents.es",ES,406208643,1630000,692,False,2012-07-03T21:47:14Z
UC5X7iRFTg24q8X01_W42OGg,@heyhelenasmr,HeyHelen ASMR,"✨ Привет! Меня зовут Лена, мне 29 лет и я из Украины.
✨ Разговариваю на 3х языках: русский, украинский и английский.
✨ Новые ролики каждые ПН и ЧТ.
✨ Стримы каждый ПН и ПТ в 22:00 
❤️ Буду рада видеть тебя в числе своих котиков.

Hey guys, my name is Helen and I'm making ASMR videos ❤️
I hope you will enjoy my company and we are going to spent some great time together.
🔹 Country - Ukraine
🔹 Age - 28 y. o.
🔹 Language - Russian, Ukrainian, English, little bit Greek.
🔸 Live on every Mon, Wed and Friday 21:40 Moscow time ( 2:00 pm New York time)

✔ Tingles : https://tingles.app.link/HeyHelen-ASMR
✔ Вконтакте : https://vk.com/club163621038
✔ Поддержать канал : http://donatepay.ru/don/heyhelenasmr
✔ Сотрудничество / Сollaboration - heyhelenasmr@gmail.com
✔ Twitch : https://www.twitch.tv/heyhelen_asmr (СОХРАНЕННЫЕ СТРИМЫ) 
✔ Instagram : https://www.instagram.com/heyhelen_asmr/
✔ Channel support : https://streamlabs.com/heyhelen_asmr",US,256528350,1050000,432,n/a,2015-08-16T22:40:36Z
UCa3JoHfPA1vwfRDXqHe14FA,@4koceanwavesasmr,4K Ocean Waves ASMR,"4K Ocean Waves ASMR - The Sound You Need to Deep Sleep, Relax, Meditation, Study, Calm...

All footage and audio recorded on location by 4K Ocean Waves ASMR. Reproduction prohibited.
Copyright by 4K Ocean Waves ASMR
#oceanwaves #relaxingsounds #deepsleep
",n/a,17062,1080,19,False,2022-08-10T11:48:23.246327Z
UChAsD1HSJZ9Uv8qxKo0qPFQ,@anyastjaasmr,Anyastja ASMR,,AU,539117,26600,97,n/a,2020-12-13T15:18:18.127601Z
UCuLBCCv76OOAeIFLhdttssQ,@selcukkizildag,Bİ ASMR KANALI,"Selam! Ben Selçuk. Uzun zamandır ASMR videoları çekiyorum. Bunun en önemli sebebi ASMR videolarıyla uyuyor olmam. Nedir ASMR? Aslında bir nevi beyin orgazmı ve vücudun sakinleşmesini, beynin karıncalanmasını sağlayan sesler bütünü. 

Yaklaşık 6 yıldır ASMR videoları çekmeme rağmen henüz 20K Aboneyi yakalayamadık. Bunun en önemli faktörü abone olmadan videoların izlenmesi. O halde abone olarak kanala destek verebilirsin. :) 

Bazen sana daha iyi geleceğini düşündüğün bir konuyu ASMR videosu olarak çekmemi isteyebilirsin. Buna “Kişiye özel ASMR”videosu diyoruz. Bunu benden talep edebilirsin. 

İletişim bilgilerim:

-	İnstagram : slckkzldg
-	Twitter      : slckkizildag
-	Mail.          : slckkzldg@gmail.com

Umarım hayat sana hep güzellikler getirir. Geceniz güzel, uykunuz derin ve anlamlı olsun… 
",TR,1968325,13900,269,False,2012-02-23T11:56:44Z
UChvSyBXzwECdsBRQn3UAOHQ,@runaasmr575,Runa ASMR,"期間限定で、グッズ発売中です！！（6/21~7/10)
https://vvstore.jp/feature/detail/18169/

睡眠導入用ASMR動画
・行動経済学や心理学の授業（世界一眠たくなる授業）
・雑談
・ロールプレイ、シチュエーション
・音フェチタッピング
・理解不可能な囁きボイス

Vlog
・一人暮らしの日常
・旅行






",JP,21640212,117000,153,False,2021-03-15T00:00:35.365555Z
UCpNbKtcK_Ba_H8XfoADqUwg,@mooneyasmr,Mooney ASMR,"Я - твой проводник в мир АСМР🌠 Подпишись и познаешь грани чего-то невероятного❤️

🐟 Стать СПОНСОРОМ - https://www.youtube.com/channel/UCpNbKtcK_Ba_H8XfoADqUwg/join

❗️Telegram - https://t.me/mooneyasmr
🎁 Boosty - https://boosty.to/mooneyasmr

📸 INSTA - https://www.instagram.com/mooney_asmr/
🦄 TikTok - https://www.tiktok.com/@asmrmooney
💕 Второй АСМР канал - https://www.youtube.com/channel/UCxVpoECFEZ9eQ-h3Md8gccg

❣️Поддержи меня / Support me
💢 https://new.donatepay.ru/@mooneyasmr
💢 https://www.donationalerts.com/r/mooneyasmr

#асмр #asmr #муниасмр #mooneyasmr",RU,37743119,191000,471,False,2017-11-20T19:40:48Z
UCmRg7BboAvyCWBF-d2BUGTA,@peachybangtanasmr7371,Peachybangtan ASMR,,n/a,47414,67,2,False,2020-05-13T21:06:08.355812Z
UCoVQbS699-PyMbddYJva0wQ,@asmrmelty7856,ASMR Melty,"ASMRのMeltyと申します。
２０２０年にYouTuberデビューしたばかりですが、
２０２１年はたくさん動画をupできるようにがんばります！

ちなみにOL２年目になりました❤️毎日がんばってます！

睡眠前に、Meltyの声が少しでも癒しになりますように✨

いろんなことにチャレンジしていきますので、
こんな会話が良いとか❤️
こんなシチュエーションが良い❤️
とか、ありましたらぜひ教えてくださいね✨

ツイッターもやってます✨
https://mobile.twitter.com/asmrmelty
",JP,5325680,86900,11,False,2020-05-31T10:19:21.555757Z
UCY1SRSLWbOisfiGL1t413_g,@asmrmichael,ASMR Michael,"Willkommen auf meinem ASMR Kanal.

Ich bin Michael komme aus Berlin und mache gerne ASMR Videos.
Ich werde versuchen schöne Entspannungs Videos zu erstellen.

IMPRESSUM:
folgt....

Für Anfragen oder Anregungen
Bitte die E-Mail Adresse nutzen.
asmr-michael@web.de
",DE,191651,1080,289,False,2012-06-01T08:12:59Z
UC7oYKFtklNO3Mmfn2d8jKqg,@theasmrgamer,The ASMR Gamer,"An ASMR creator on YouTube! 

I try and help people find some relaxation in their hectic lives... Also talk about video games from time to time :D",GB,20143617,75700,785,False,2014-04-12T14:42:50Z
UC8YE8MIUHGLi8DlHwpSWeyw,@risusasmr8287,RISUS ASMR,"Hello all, here is RISUS ASMR. I prefer to try to to animation skin care videos and sweetness treatments In my videos, you'll be able to expertise every kind of sudden facial skin care which is able to cause you to feel a lot of pleasant and comfortable! I hope you'll be able to become a lot of lovely in my video! And you'll be able to fancy the fun within the ASMR videos!
Thank you for selecting our video among numerous videos on Youtube!
Please subscribe, leave a comment.



. Risus Asmr
 
. Risusasmr Animation

. Asmr Animation

. Care Animation

. Makeup Animation
 
. Treament Animation
 
. Asmr Animation Dental

. Asmr Animation Makeup
 
. Asmr Animation Skincare
 
. Makeup Animation Asmr
 
. Asmr Makeup Animation
 
. Asmr Tingly Lip Care Animation
 
. Satisfying Cartoon Asmr Animation
 
. Animation.Risus Asmr
 
. Skin Care Animation
 
. Pimple Animation Asmr
 
. Beauty Ear Animation
 
. Dentis Animation Asmr
 
. Acne Animation Asmr
 
. Eye Animation Asmr
 
. Hair Animation Asmr
",BD,2137,21,17,False,2022-10-25T10:00:15.079499Z
UClwOo9evDp9uzvjwxDK_a5A,@reachforthestarsasmr, Reach for the stars ASMR ,"AMSR relaxing videos.
Hi, welcome to my channel. I hope you like my content, if you would like to help the channel please subscribe.
The focus and vision of this channel is to give to you all what I couldn't give myself in years that I needed sleep most. 
ASMR has become a viral, international phenomenon as it helps to relax and destress!
I want to help you relax and unwind, attacking all the elements to give you them long awaited tingles and stir your most inner trigger points.
I think this is the way to achieve maximum relaxation. I want you to get distracted from the daily bustle and plunge into calm vibes and comfort, for example, tapping will relax you with deep sounds, scratching sounds can help you relieve stress, visual and satisfying triggers will distract you from worries and difficulties. I hope my videos will help you cope with sleepless nights.
",GB,0,3680,0,False,2021-08-30T11:31:58.853739Z
UCmO5Ur2UKDpUY3jjABk2UuQ,@colortrainasmr,Color Train ASMR,,JP,60541656,234000,4,False,2022-05-09T17:07:42.028448Z
UCrRZuitwhGNuPWQzuDQT9tw,@marsoasmr,Marso ASMR ,"Grazie per esserti iscritto al CAnaalee🎙
Ogni sera LIVE ASMR SHOW",IT,549693,8660,338,False,2020-12-12T12:27:28.290652Z
